madvhc,ten,cap,captren
776,Quận 8,HUYEN,79
777,Quận Bình Tân,HUYEN,79
778,Quận 7,HUYEN,79
783,Huyện Củ Chi,HUYEN,79
784,Huyện Hóc Môn,HUYEN,79
785,Huyện Bình Chánh,HUYEN,79
786,Huyện Nhà Bè,HUYEN,79
787,Huyện Cần Giờ,HUYEN,79
794,Thành phố Tân An,HUYEN,80
795,Thị xã Kiến Tường,HUYEN,80
796,Huyện Tân Hưng,HUYEN,80
797,Huyện Vĩnh Hưng,HUYEN,80
798,Huyện Mộc Hóa,HUYEN,80
799,Huyện Tân Thạnh,HUYEN,80
800,Huyện Thạnh Hóa,HUYEN,80
801,Huyện Đức Huệ,HUYEN,80
802,Huyện Đức Hòa,HUYEN,80
803,Huyện Bến Lức,HUYEN,80
804,Huyện Thủ Thừa,HUYEN,80
805,Huyện Tân Trụ,HUYEN,80
806,Huyện Cần Đước,HUYEN,80
807,Huyện Cần Giuộc,HUYEN,80
808,Huyện Châu Thành,HUYEN,80
815,Thành phố Mỹ Tho,HUYEN,82
816,Thị xã Gò Công,HUYEN,82
817,Thị xã Cai Lậy,HUYEN,82
818,Huyện Tân Phước,HUYEN,82
819,Huyện Cái Bè,HUYEN,82
820,Huyện Cai Lậy,HUYEN,82
821,Huyện Châu Thành,HUYEN,82
822,Huyện Chợ Gạo,HUYEN,82
823,Huyện Gò Công Tây,HUYEN,82
824,Huyện Gò Công Đông,HUYEN,82
825,Huyện Tân Phú Đông,HUYEN,82
829,Thành phố Bến Tre,HUYEN,83
831,Huyện Châu Thành,HUYEN,83
832,Huyện Chợ Lách,HUYEN,83
833,Huyện Mỏ Cày Nam,HUYEN,83
834,Huyện Giồng Trôm,HUYEN,83
835,Huyện Bình Đại,HUYEN,83
836,Huyện Ba Tri,HUYEN,83
837,Huyện Thạnh Phú,HUYEN,83
838,Huyện Mỏ Cày Bắc,HUYEN,83
842,Thành phố Trà Vinh,HUYEN,84
844,Huyện Càng Long,HUYEN,84
845,Huyện Cầu Kè,HUYEN,84
846,Huyện Tiểu Cần,HUYEN,84
847,Huyện Châu Thành,HUYEN,84
848,Huyện Cầu Ngang,HUYEN,84
849,Huyện Trà Cú,HUYEN,84
850,Huyện Duyên Hải,HUYEN,84
851,Thị xã Duyên Hải,HUYEN,84
855,Thành phố Vĩnh Long,HUYEN,86
857,Huyện Long Hồ,HUYEN,86
858,Huyện Mang Thít,HUYEN,86
859,Huyện  Vũng Liêm,HUYEN,86
860,Huyện Tam Bình,HUYEN,86
861,Thị xã Bình Minh,HUYEN,86
862,Huyện Trà Ôn,HUYEN,86
863,Huyện Bình Tân,HUYEN,86
866,Thành phố Cao Lãnh,HUYEN,87
867,Thành phố Sa Đéc,HUYEN,87
868,Thị xã Hồng Ngự,HUYEN,87
869,Huyện Tân Hồng,HUYEN,87
870,Huyện Hồng Ngự,HUYEN,87
871,Huyện Tam Nông,HUYEN,87
872,Huyện Tháp Mười,HUYEN,87
873,Huyện Cao Lãnh,HUYEN,87
874,Huyện Thanh Bình,HUYEN,87
875,Huyện Lấp Vò,HUYEN,87
876,Huyện Lai Vung,HUYEN,87
877,Huyện Châu Thành,HUYEN,87
883,Thành phố Long Xuyên,HUYEN,89
884,Thành phố Châu Đốc,HUYEN,89
886,Huyện An Phú,HUYEN,89
887,Thị xã Tân Châu,HUYEN,89
888,Huyện Phú Tân,HUYEN,89
889,Huyện Châu Phú,HUYEN,89
890,Huyện Tịnh Biên,HUYEN,89
891,Huyện Tri Tôn,HUYEN,89
892,Huyện Châu Thành,HUYEN,89
893,Huyện Chợ Mới,HUYEN,89
894,Huyện Thoại Sơn,HUYEN,89
899,Thành phố Rạch Giá,HUYEN,91
900,Thị xã Hà Tiên,HUYEN,91
902,Huyện Kiên Lương,HUYEN,91
903,Huyện Hòn Đất,HUYEN,91
904,Huyện Tân Hiệp,HUYEN,91
905,Huyện Châu Thành,HUYEN,91
906,Huyện Giồng Riềng,HUYEN,91
907,Huyện Gò Quao,HUYEN,91
908,Huyện An Biên,HUYEN,91
909,Huyện An Minh,HUYEN,91
910,Huyện Vĩnh Thuận,HUYEN,91
911,Huyện Phú Quốc,HUYEN,91
912,Huyện Kiên Hải,HUYEN,91
913,Huyện U Minh Thượng,HUYEN,91
914,Huyện Giang Thành,HUYEN,91
916,Quận Ninh Kiều,HUYEN,92
917,Quận Ô Môn,HUYEN,92
918,Quận Bình Thuỷ,HUYEN,92
919,Quận Cái Răng,HUYEN,92
923,Quận Thốt Nốt,HUYEN,92
924,Huyện Vĩnh Thạnh,HUYEN,92
925,Huyện Cờ Đỏ,HUYEN,92
926,Huyện Phong Điền,HUYEN,92
927,Huyện Thới Lai,HUYEN,92
930,Thành phố Vị Thanh,HUYEN,93
931,Thị xã Ngã Bảy,HUYEN,93
932,Huyện Châu Thành A,HUYEN,93
933,Huyện Châu Thành,HUYEN,93
934,Huyện Phụng Hiệp,HUYEN,93
935,Huyện Vị Thuỷ,HUYEN,93
936,Huyện Long Mỹ,HUYEN,93
937,Thị xã Long Mỹ,HUYEN,93
941,Thành phố Sóc Trăng,HUYEN,94
942,Huyện Châu Thành,HUYEN,94
943,Huyện Kế Sách,HUYEN,94
944,Huyện Mỹ Tú,HUYEN,94
945,Huyện Cù Lao Dung,HUYEN,94
946,Huyện Long Phú,HUYEN,94
947,Huyện Mỹ Xuyên,HUYEN,94
948,Thị xã Ngã Năm,HUYEN,94
949,Huyện Thạnh Trị,HUYEN,94
950,Thị xã Vĩnh Châu,HUYEN,94
951,Huyện Trần Đề,HUYEN,94
954,Thành phố Bạc Liêu,HUYEN,95
956,Huyện Hồng Dân,HUYEN,95
957,Huyện Phước Long,HUYEN,95
958,Huyện Vĩnh Lợi,HUYEN,95
959,Thị xã Giá Rai,HUYEN,95
960,Huyện Đông Hải,HUYEN,95
961,Huyện Hoà Bình,HUYEN,95
964,Thành phố Cà Mau,HUYEN,96
966,Huyện U Minh,HUYEN,96
967,Huyện Thới Bình,HUYEN,96
968,Huyện Trần Văn Thời,HUYEN,96
969,Huyện Cái Nước,HUYEN,96
970,Huyện Đầm Dơi,HUYEN,96
971,Huyện Năm Căn,HUYEN,96
972,Huyện Phú Tân,HUYEN,96
973,Huyện Ngọc Hiển,HUYEN,96
00001,Phường Phúc Xá,XA,001
00004,Phường Trúc Bạch,XA,001
00006,Phường Vĩnh Phúc,XA,001
00007,Phường Cống Vị,XA,001
00008,Phường Liễu Giai,XA,001
00010,Phường Nguyễn Trung Trực,XA,001
00013,Phường Quán Thánh,XA,001
00016,Phường Ngọc Hà,XA,001
00019,Phường Điện Biên,XA,001
00022,Phường Đội Cấn,XA,001
00025,Phường Ngọc Khánh,XA,001
00028,Phường Kim Mã,XA,001
00031,Phường Giảng Võ,XA,001
00034,Phường Thành Công,XA,001
00037,Phường Phúc Tân,XA,002
00040,Phường Đồng Xuân,XA,002
00043,Phường Hàng Mã,XA,002
00046,Phường Hàng Buồm,XA,002
00049,Phường Hàng Đào,XA,002
00052,Phường Hàng Bồ,XA,002
00055,Phường Cửa Đông,XA,002
00058,Phường Lý Thái Tổ,XA,002
00061,Phường Hàng Bạc,XA,002
00064,Phường Hàng Gai,XA,002
00067,Phường Chương Dương Độ,XA,002
00070,Phường Hàng Trống,XA,002
00073,Phường Cửa Nam,XA,002
00076,Phường Hàng Bông,XA,002
00079,Phường Tràng Tiền,XA,002
00082,Phường Trần Hưng Đạo,XA,002
00085,Phường Phan Chu Trinh,XA,002
00088,Phường Hàng Bài,XA,002
00091,Phường Phú Thượng,XA,003
00094,Phường Nhật Tân,XA,003
00097,Phường Tứ Liên,XA,003
00100,Phường Quảng An,XA,003
00103,Phường Xuân La,XA,003
00106,Phường Yên Phụ,XA,003
00109,Phường Bưởi,XA,003
00112,Phường Thụy Khuê,XA,003
00115,Phường Thượng Thanh,XA,004
00118,Phường Ngọc Thụy,XA,004
00121,Phường Giang Biên,XA,004
00124,Phường Đức Giang,XA,004
00127,Phường Việt Hưng,XA,004
00130,Phường Gia Thụy,XA,004
00133,Phường Ngọc Lâm,XA,004
00136,Phường Phúc Lợi,XA,004
00139,Phường Bồ Đề,XA,004
00142,Phường Sài Đồng,XA,004
00145,Phường Long Biên,XA,004
00148,Phường Thạch Bàn,XA,004
00151,Phường Phúc Đồng,XA,004
00154,Phường Cự Khối,XA,004
00157,Phường Nghĩa Đô,XA,005
00160,Phường Nghĩa Tân,XA,005
00163,Phường Mai Dịch,XA,005
00166,Phường Dịch Vọng,XA,005
00167,Phường Dịch Vọng Hậu,XA,005
00169,Phường Quan Hoa,XA,005
00172,Phường Yên Hoà,XA,005
00175,Phường Trung Hoà,XA,005
00178,Phường Cát Linh,XA,006
00181,Phường Văn Miếu,XA,006
00184,Phường Quốc Tử Giám,XA,006
00187,Phường Láng Thượng,XA,006
00190,Phường Ô Chợ Dừa,XA,006
00193,Phường Văn Chương,XA,006
00196,Phường Hàng Bột,XA,006
00199,Phường Láng Hạ,XA,006
00202,Phường Khâm Thiên,XA,006
00205,Phường Thổ Quan,XA,006
00208,Phường Nam Đồng,XA,006
00211,Phường Trung Phụng,XA,006
00214,Phường Quang Trung,XA,006
00217,Phường Trung Liệt,XA,006
00220,Phường Phương Liên,XA,006
00223,Phường Thịnh Quang,XA,006
00226,Phường Trung Tự,XA,006
00229,Phường Kim Liên,XA,006
00232,Phường Phương Mai,XA,006
00235,Phường Ngã Tư Sở,XA,006
00238,Phường Khương Thượng,XA,006
00241,Phường Nguyễn Du,XA,007
00244,Phường Bạch Đằng,XA,007
00247,Phường Phạm Đình Hổ,XA,007
00250,Phường Bùi Thị Xuân,XA,007
00253,Phường Ngô Thì Nhậm,XA,007
00256,Phường Lê Đại Hành,XA,007
00259,Phường Đồng Nhân,XA,007
00262,Phường Phố Huế,XA,007
00265,Phường Đống Mác,XA,007
00268,Phường Thanh Lương,XA,007
00271,Phường Thanh Nhàn,XA,007
00274,Phường Cầu Dền,XA,007
00277,Phường Bách Khoa,XA,007
00280,Phường Đồng Tâm,XA,007
00283,Phường Vĩnh Tuy,XA,007
00286,Phường Bạch Mai,XA,007
00289,Phường Quỳnh Mai,XA,007
00292,Phường Quỳnh Lôi,XA,007
00295,Phường Minh Khai,XA,007
00298,Phường Trương Định,XA,007
00301,Phường Thanh Trì,XA,008
00304,Phường Vĩnh Hưng,XA,008
00307,Phường Định Công,XA,008
00310,Phường Mai Động,XA,008
00313,Phường Tương Mai,XA,008
00316,Phường Đại Kim,XA,008
00319,Phường Tân Mai,XA,008
00322,Phường Hoàng Văn Thụ,XA,008
00325,Phường Giáp Bát,XA,008
00328,Phường Lĩnh Nam,XA,008
00331,Phường Thịnh Liệt,XA,008
00334,Phường Trần Phú,XA,008
00337,Phường Hoàng Liệt,XA,008
00340,Phường Yên Sở,XA,008
00343,Phường Nhân Chính,XA,009
00346,Phường Thượng Đình,XA,009
00349,Phường Khương Trung,XA,009
00352,Phường Khương Mai,XA,009
00355,Phường Thanh Xuân Trung,XA,009
00358,Phường Phương Liệt,XA,009
00361,Phường Hạ Đình,XA,009
00364,Phường Khương Đình,XA,009
00367,Phường Thanh Xuân Bắc,XA,009
00370,Phường Thanh Xuân Nam,XA,009
00373,Phường Kim Giang,XA,009
00376,Thị trấn Sóc Sơn,XA,016
00379,Xã Bắc Sơn,XA,016
00382,Xã Minh Trí,XA,016
00385,Xã Hồng Kỳ,XA,016
00388,Xã Nam Sơn,XA,016
00391,Xã Trung Giã,XA,016
00394,Xã Tân Hưng,XA,016
00397,Xã Minh Phú,XA,016
00400,Xã Phù Linh,XA,016
00403,Xã Bắc Phú,XA,016
00406,Xã Tân Minh,XA,016
00409,Xã Quang Tiến,XA,016
00412,Xã Hiền Ninh,XA,016
00415,Xã Tân Dân,XA,016
00418,Xã Tiên Dược,XA,016
00421,Xã Việt Long,XA,016
00424,Xã Xuân Giang,XA,016
00427,Xã Mai Đình,XA,016
00430,Xã Đức Hoà,XA,016
00433,Xã Thanh Xuân,XA,016
00436,Xã Đông Xuân,XA,016
00439,Xã Kim Lũ,XA,016
00442,Xã Phú Cường,XA,016
00445,Xã Phú Minh,XA,016
00448,Xã Phù Lỗ,XA,016
00451,Xã Xuân Thu,XA,016
00454,Thị trấn Đông Anh,XA,017
00457,Xã Xuân Nộn,XA,017
00460,Xã Thuỵ Lâm,XA,017
00463,Xã Bắc Hồng,XA,017
00466,Xã Nguyên Khê,XA,017
00469,Xã Nam Hồng,XA,017
00472,Xã Tiên Dương,XA,017
00475,Xã Vân Hà,XA,017
00478,Xã Uy Nỗ,XA,017
00481,Xã Vân Nội,XA,017
00484,Xã Liên Hà,XA,017
00487,Xã Việt Hùng,XA,017
00490,Xã Kim Nỗ,XA,017
00493,Xã Kim Chung,XA,017
00496,Xã Dục Tú,XA,017
00499,Xã Đại Mạch,XA,017
00502,Xã Vĩnh Ngọc,XA,017
00505,Xã Cổ Loa,XA,017
00508,Xã Hải Bối,XA,017
00511,Xã Xuân Canh,XA,017
00514,Xã Võng La,XA,017
00517,Xã Tầm Xá,XA,017
00520,Xã Mai Lâm,XA,017
00523,Xã Đông Hội,XA,017
00526,Thị trấn Yên Viên,XA,018
00529,Xã Yên Thường,XA,018
00532,Xã Yên Viên,XA,018
00535,Xã Ninh Hiệp,XA,018
00538,Xã Đình Xuyên,XA,018
00541,Xã Dương Hà,XA,018
00544,Xã Phù Đổng,XA,018
00547,Xã Trung Mầu,XA,018
00550,Xã Lệ Chi,XA,018
00553,Xã Cổ Bi,XA,018
00556,Xã Đặng Xá,XA,018
00559,Xã Phú Thị,XA,018
00562,Xã Kim Sơn,XA,018
00565,Thị trấn Trâu Quỳ,XA,018
00568,Xã Dương Quang,XA,018
00571,Xã Dương Xá,XA,018
00574,Xã Đông Dư,XA,018
00577,Xã Đa Tốn,XA,018
00580,Xã Kiêu Kỵ,XA,018
00583,Xã Bát Tràng,XA,018
00586,Xã Kim Lan,XA,018
00589,Xã Văn Đức,XA,018
00592,Phường Cầu Diễn,XA,019
00622,Phường Xuân Phương,XA,019
00623,Phường Phương Canh,XA,019
00625,Phường Mỹ Đình 1,XA,019
00626,Phường Mỹ Đình 2,XA,019
00628,Phường Tây Mỗ,XA,019
00631,Phường Mễ Trì,XA,019
00632,Phường Phú Đô,XA,019
00634,Phường Đại Mỗ,XA,019
00637,Phường Trung Văn,XA,019
00640,Thị trấn Văn Điển,XA,020
00643,Xã Tân Triều,XA,020
00646,Xã Thanh Liệt,XA,020
00649,Xã Tả Thanh Oai,XA,020
00652,Xã Hữu Hoà,XA,020
00655,Xã Tam Hiệp,XA,020
00658,Xã Tứ Hiệp,XA,020
00661,Xã Yên Mỹ,XA,020
00664,Xã Vĩnh Quỳnh,XA,020
00667,Xã Ngũ Hiệp,XA,020
00670,Xã Duyên Hà,XA,020
00673,Xã Ngọc Hồi,XA,020
00676,Xã Vạn Phúc,XA,020
00679,Xã Đại áng,XA,020
00682,Xã Liên Ninh,XA,020
00685,Xã Đông Mỹ,XA,020
00595,Phường Thượng Cát,XA,021
00598,Phường Liên Mạc,XA,021
00601,Phường Đông Ngạc,XA,021
00602,Phường Đức Thắng,XA,021
00604,Phường Thụy Phương,XA,021
00607,Phường Tây Tựu,XA,021
00610,Phường Xuân Đỉnh,XA,021
00611,Phường Xuân Tảo,XA,021
00613,Phường Minh Khai,XA,021
00616,Phường Cổ Nhuế 1,XA,021
00617,Phường Cổ Nhuế 2,XA,021
00619,Phường Phú Diễn,XA,021
00620,Phường Phúc Diễn,XA,021
08973,Thị trấn Chi Đông,XA,250
08974,Xã Đại Thịnh,XA,250
08977,Xã Kim Hoa,XA,250
08980,Xã Thạch Đà,XA,250
08983,Xã Tiến Thắng,XA,250
08986,Xã Tự Lập,XA,250
08989,Thị trấn Quang Minh,XA,250
08992,Xã Thanh Lâm,XA,250
08995,Xã Tam Đồng,XA,250
08998,Xã Liên Mạc,XA,250
09001,Xã Vạn Yên,XA,250
09004,Xã Chu Phan,XA,250
09007,Xã Tiến Thịnh,XA,250
09010,Xã Mê Linh,XA,250
09013,Xã Văn Khê,XA,250
09016,Xã Hoàng Kim,XA,250
09019,Xã Tiền Phong,XA,250
09022,Xã Tráng Việt,XA,250
09538,Phường Nguyễn Trãi,XA,268
09541,Phường Mộ Lao,XA,268
09542,Phường Văn Quán,XA,268
09544,Phường Vạn Phúc,XA,268
09547,Phường Yết Kiêu,XA,268
09550,Phường Quang Trung,XA,268
09551,Phường La Khê,XA,268
09552,Phường Phú La,XA,268
09553,Phường Phúc La,XA,268
09556,Phường Hà Cầu,XA,268
09562,Phường Yên Nghĩa,XA,268
09565,Phường Kiến Hưng,XA,268
09568,Phường Phú Lãm,XA,268
09571,Phường Phú Lương,XA,268
09886,Phường Dương Nội,XA,268
10117,Phường Đồng Mai,XA,268
10123,Phường Biên Giang,XA,268
09574,Phường Lê Lợi,XA,269
09577,Phường Phú Thịnh,XA,269
09580,Phường Ngô Quyền,XA,269
09583,Phường Quang Trung,XA,269
09586,Phường Sơn Lộc,XA,269
09589,Phường Xuân Khanh,XA,269
09592,Xã Đường Lâm,XA,269
09595,Phường Viên Sơn,XA,269
09598,Xã Xuân Sơn,XA,269
09601,Phường Trung Hưng,XA,269
09604,Xã Thanh Mỹ,XA,269
09607,Phường Trung Sơn Trầm,XA,269
09610,Xã Kim Sơn,XA,269
09613,Xã Sơn Đông,XA,269
09616,Xã Cổ Đông,XA,269
09619,Thị trấn Tây Đằng,XA,271
09625,Xã Phú Cường,XA,271
09628,Xã Cổ Đô,XA,271
09631,Xã Tản Hồng,XA,271
09634,Xã Vạn Thắng,XA,271
09637,Xã Châu Sơn,XA,271
09640,Xã Phong Vân,XA,271
09643,Xã Phú Đông,XA,271
09646,Xã Phú Phương,XA,271
09649,Xã Phú Châu,XA,271
09652,Xã Thái Hòa,XA,271
09655,Xã Đồng Thái,XA,271
09658,Xã Phú Sơn,XA,271
09661,Xã Minh Châu,XA,271
09664,Xã Vật Lại,XA,271
09667,Xã Chu Minh,XA,271
09670,Xã Tòng Bạt,XA,271
09673,Xã Cẩm Lĩnh,XA,271
09676,Xã Sơn Đà,XA,271
09679,Xã Đông Quang,XA,271
09682,Xã Tiên Phong,XA,271
09685,Xã Thụy An,XA,271
09688,Xã Cam Thượng,XA,271
09691,Xã Thuần Mỹ,XA,271
09694,Xã Tản Lĩnh,XA,271
09697,Xã Ba Trại,XA,271
09700,Xã Minh Quang,XA,271
09703,Xã Ba Vì,XA,271
09706,Xã Vân Hòa,XA,271
09709,Xã Yên Bài,XA,271
09712,Xã Khánh Thượng,XA,271
09715,Thị trấn Phúc Thọ,XA,272
09718,Xã Vân Hà,XA,272
09721,Xã Vân Phúc,XA,272
09724,Xã Vân Nam,XA,272
09727,Xã Xuân Phú,XA,272
09730,Xã Phương Độ,XA,272
09733,Xã Sen Chiểu,XA,272
09736,Xã Cẩm Đình,XA,272
09739,Xã Võng Xuyên,XA,272
09742,Xã Thọ Lộc,XA,272
09745,Xã Long Xuyên,XA,272
09748,Xã Thượng Cốc,XA,272
09751,Xã Hát Môn,XA,272
09754,Xã Tích Giang,XA,272
09757,Xã Thanh Đa,XA,272
09760,Xã Trạch Mỹ Lộc,XA,272
09763,Xã Phúc Hòa,XA,272
09766,Xã Ngọc Tảo,XA,272
09769,Xã Phụng Thượng,XA,272
09772,Xã Tam Thuấn,XA,272
09775,Xã Tam Hiệp,XA,272
09778,Xã Hiệp Thuận,XA,272
09781,Xã Liên Hiệp,XA,272
09784,Thị trấn Phùng,XA,273
09787,Xã Trung Châu,XA,273
09790,Xã Thọ An,XA,273
09793,Xã Thọ Xuân,XA,273
09796,Xã Hồng Hà,XA,273
09799,Xã Liên Hồng,XA,273
09802,Xã Liên Hà,XA,273
09805,Xã Hạ Mỗ,XA,273
09808,Xã Liên Trung,XA,273
09811,Xã Phương Đình,XA,273
09814,Xã Thượng Mỗ,XA,273
09817,Xã Tân Hội,XA,273
09820,Xã Tân Lập,XA,273
09823,Xã Đan Phượng,XA,273
09826,Xã Đồng Tháp,XA,273
09829,Xã Song Phượng,XA,273
09832,Thị trấn Trạm Trôi,XA,274
09835,Xã Đức Thượng,XA,274
09838,Xã Minh Khai,XA,274
09841,Xã Dương Liễu,XA,274
09844,Xã Di Trạch,XA,274
09847,Xã Đức Giang,XA,274
09850,Xã Cát Quế,XA,274
09853,Xã Kim Chung,XA,274
09856,Xã Yên Sở,XA,274
09859,Xã Sơn Đồng,XA,274
09862,Xã Vân Canh,XA,274
09865,Xã Đắc Sở,XA,274
09868,Xã Lại Yên,XA,274
09871,Xã Tiền Yên,XA,274
09874,Xã Song Phương,XA,274
09877,Xã An Khánh,XA,274
09880,Xã An Thượng,XA,274
09883,Xã Vân Côn,XA,274
09889,Xã La Phù,XA,274
09892,Xã Đông La,XA,274
04939,Xã Đông Xuân,XA,275
09895,Thị trấn Quốc Oai,XA,275
09898,Xã Sài Sơn,XA,275
09901,Xã Phượng Cách,XA,275
09904,Xã Yên Sơn,XA,275
09907,Xã Ngọc Liệp,XA,275
09910,Xã Ngọc Mỹ,XA,275
09913,Xã Liệp Tuyết,XA,275
09916,Xã Thạch Thán,XA,275
09919,Xã Đồng Quang,XA,275
09922,Xã Phú Cát,XA,275
09925,Xã Tuyết Nghĩa,XA,275
09928,Xã Nghĩa Hương,XA,275
09931,Xã Cộng Hòa,XA,275
09934,Xã Tân Phú,XA,275
09937,Xã Đại Thành,XA,275
09940,Xã Phú Mãn,XA,275
09943,Xã Cấn Hữu,XA,275
09946,Xã Tân Hòa,XA,275
09949,Xã Hòa Thạch,XA,275
09952,Xã Đông Yên,XA,275
04927,Xã Yên Trung,XA,276
04930,Xã Yên Bình,XA,276
04936,Xã Tiến Xuân,XA,276
09955,Thị trấn Liên Quan,XA,276
09958,Xã Đại Đồng,XA,276
09961,Xã Cẩm Yên,XA,276
09964,Xã Lại Thượng,XA,276
09967,Xã Phú Kim,XA,276
09970,Xã Hương Ngải,XA,276
09973,Xã Canh Nậu,XA,276
09976,Xã Kim Quan,XA,276
09979,Xã Dị Nậu,XA,276
09982,Xã Bình Yên,XA,276
09985,Xã Chàng Sơn,XA,276
09988,Xã Thạch Hoà,XA,276
09991,Xã Cần Kiệm,XA,276
09994,Xã Hữu Bằng,XA,276
09997,Xã Phùng Xá,XA,276
10000,Xã Tân Xã,XA,276
10003,Xã Thạch Xá,XA,276
10006,Xã Bình Phú,XA,276
10009,Xã Hạ Bằng,XA,276
10012,Xã Đồng Trúc,XA,276
10015,Thị trấn Chúc Sơn,XA,277
10018,Thị trấn Xuân Mai,XA,277
10021,Xã Phụng Châu,XA,277
10024,Xã Tiên Phương,XA,277
10027,Xã Đông Sơn,XA,277
10030,Xã Đông Phương Yên,XA,277
10033,Xã Phú Nghĩa,XA,277
10039,Xã Trường Yên,XA,277
10042,Xã Ngọc Hòa,XA,277
10045,Xã Thủy Xuân Tiên,XA,277
10048,Xã Thanh Bình,XA,277
10051,Xã Trung Hòa,XA,277
10054,Xã Đại Yên,XA,277
10057,Xã Thụy Hương,XA,277
10060,Xã Tốt Động,XA,277
10063,Xã Lam Điền,XA,277
10066,Xã Tân Tiến,XA,277
10069,Xã Nam Phương Tiến,XA,277
10072,Xã Hợp Đồng,XA,277
10075,Xã Hoàng Văn Thụ,XA,277
10078,Xã Hoàng Diệu,XA,277
10081,Xã Hữu Văn,XA,277
10084,Xã Quảng Bị,XA,277
10087,Xã Mỹ Lương,XA,277
10090,Xã Thượng Vực,XA,277
10093,Xã Hồng Phong,XA,277
10096,Xã Đồng Phú,XA,277
10099,Xã Trần Phú,XA,277
10102,Xã Văn Võ,XA,277
10105,Xã Đồng Lạc,XA,277
10108,Xã Hòa Chính,XA,277
10111,Xã Phú Nam An,XA,277
10114,Thị trấn Kim Bài,XA,278
10120,Xã Cự Khê,XA,278
10126,Xã Bích Hòa,XA,278
10129,Xã Mỹ Hưng,XA,278
10132,Xã Cao Viên,XA,278
10135,Xã Bình Minh,XA,278
10138,Xã Tam Hưng,XA,278
10141,Xã Thanh Cao,XA,278
10144,Xã Thanh Thùy,XA,278
10147,Xã Thanh Mai,XA,278
10150,Xã Thanh Văn,XA,278
10153,Xã Đỗ Động,XA,278
10156,Xã Kim An,XA,278
10159,Xã Kim Thư,XA,278
10162,Xã Phương Trung,XA,278
10165,Xã Tân Ước,XA,278
10168,Xã Dân Hòa,XA,278
10171,Xã Liên Châu,XA,278
10174,Xã Cao Dương,XA,278
10177,Xã Xuân Dương,XA,278
10180,Xã Hồng Dương,XA,278
10183,Thị trấn Thường Tín,XA,279
10186,Xã Ninh Sở,XA,279
10189,Xã Nhị Khê,XA,279
10192,Xã Duyên Thái,XA,279
10195,Xã Khánh Hà,XA,279
10198,Xã Hòa Bình,XA,279
10201,Xã Văn Bình,XA,279
10204,Xã Hiền Giang,XA,279
10207,Xã Hồng Vân,XA,279
10210,Xã Vân Tảo,XA,279
10213,Xã Liên Phương,XA,279
10216,Xã Văn Phú,XA,279
10219,Xã Tự Nhiên,XA,279
10222,Xã Tiền Phong,XA,279
10225,Xã Hà Hồi,XA,279
10228,Xã Thư Phú,XA,279
10231,Xã Nguyễn Trãi,XA,279
10234,Xã Quất Động,XA,279
10237,Xã Chương Dương,XA,279
10240,Xã Tân Minh,XA,279
10243,Xã Lê Lợi,XA,279
10246,Xã Thắng Lợi,XA,279
10249,Xã Dũng Tiến,XA,279
10252,Xã Thống Nhất,XA,279
10255,Xã Nghiêm Xuyên,XA,279
10258,Xã Tô Hiệu,XA,279
10261,Xã Văn Tự,XA,279
10264,Xã Vạn Điểm,XA,279
10267,Xã Minh Cường,XA,279
10270,Thị trấn Phú Minh,XA,280
10273,Thị trấn Phú Xuyên,XA,280
10276,Xã Hồng Minh,XA,280
10279,Xã Phượng Dực,XA,280
10282,Xã Văn Nhân,XA,280
10285,Xã Thụy Phú,XA,280
10288,Xã Tri Trung,XA,280
10291,Xã Đại Thắng,XA,280
10294,Xã Phú Túc,XA,280
10297,Xã Văn Hoàng,XA,280
10300,Xã Hồng Thái,XA,280
10303,Xã Hoàng Long,XA,280
10306,Xã Quang Trung,XA,280
10309,Xã Nam Phong,XA,280
10312,Xã Nam Triều,XA,280
10315,Xã Tân Dân,XA,280
10318,Xã Sơn Hà,XA,280
10321,Xã Chuyên Mỹ,XA,280
10324,Xã Khai Thái,XA,280
10327,Xã Phúc Tiến,XA,280
10330,Xã Vân Từ,XA,280
10333,Xã Tri Thủy,XA,280
10336,Xã Đại Xuyên,XA,280
10339,Xã Phú Yên,XA,280
10342,Xã Bạch Hạ,XA,280
10345,Xã Quang Lãng,XA,280
10348,Xã Châu Can,XA,280
10351,Xã Minh Tân,XA,280
10354,Thị trấn Vân Đình,XA,281
10357,Xã Viên An,XA,281
10360,Xã Viên Nội,XA,281
10363,Xã Hoa Sơn,XA,281
10366,Xã Quảng Phú Cầu,XA,281
10369,Xã Trường Thịnh,XA,281
10372,Xã Cao Thành,XA,281
10375,Xã Liên Bạt,XA,281
10378,Xã Sơn Công,XA,281
10381,Xã Đồng Tiến,XA,281
10384,Xã Phương Tú,XA,281
10387,Xã Trung Tú,XA,281
10390,Xã Đồng Tân,XA,281
10393,Xã Tảo Dương Văn,XA,281
10396,Xã Vạn Thái,XA,281
10399,Xã Minh Đức,XA,281
10402,Xã Hòa Lâm,XA,281
10405,Xã Hòa Xá,XA,281
10408,Xã Trầm Lộng,XA,281
10411,Xã Kim Đường,XA,281
10414,Xã Hòa Nam,XA,281
10417,Xã Hòa Phú,XA,281
10420,Xã Đội Bình,XA,281
10423,Xã Đại Hùng,XA,281
10426,Xã Đông Lỗ,XA,281
10429,Xã Phù Lưu,XA,281
10432,Xã Đại Cường,XA,281
10435,Xã Lưu Hoàng,XA,281
